h,size,length,basicity_avg,hydrophobicity_avg,helicity_avg,mutation stability_avg,basicity_var,hydrophobicity_var,helicity_var,mutation stability_var,pgen_avg,pgen_var
0.16551241396503943,74,9,210.91498771498772,-0.0920884520884521,1.0411547911547911,21.35995085995086,1.529291141022178,0.18833550842816102,0.0005268945386006416,1.5257419198888693,1.02502574257297e-06,1.2341767809317363e-12
0.1687535675179544,107,9,210.6845369583687,-0.16706032285471537,1.0514698385726422,20.410365335598982,1.9124188600549916,0.1921205922257797,0.0006966263037550761,2.0692912031781234,5.481088524953471e-07,5.096169909686283e-13
0.1497657872700815,75,11,210.6390769230769,-0.22271794871794873,1.0666769230769229,18.934358974358975,1.9419538781384984,0.1110747374593529,0.00037540636494482594,1.377049949357641,3.5076368813048896e-07,1.6684341305229954e-13
0.1,2,10,212.1583333333333,0.03750000000000002,1.0724999999999998,21.833333333333336,0.06722222222220416,0.12333888888888886,1.388888888888768e-06,6.72222222222222,1.0354689835776183e-08,1.880388000303032e-16
0.12492594693691714,8,11,210.22596153846155,-0.14807692307692313,1.0793269230769231,19.548076923076923,2.3193226965342397,0.05790312764158918,0.0002955938292476755,0.5265215553677086,1.3116945982688547e-07,1.1440443575300945e-14
0.18152228395296036,14,8,211.18285714285713,-0.25485714285714284,1.038,20.592857142857145,2.3745142857143193,0.09387905494505493,0.0003686153846153835,2.4314835164835165,8.276106659377079e-07,6.787549320745197e-13
0.16423458979521832,71,10,210.55680751173705,-0.27630281690140845,1.0417840375586855,20.687793427230044,1.2559787894030716,0.24808465738877702,0.0009467717415604766,2.680499664654595,3.879978872328323e-07,2.0318058885046733e-13
0.15254189780968663,7,10,209.24404761904756,-0.17821428571428571,1.071547619047619,22.535714285714285,0.4863822751322777,0.08438783068783072,0.0009121362433862431,1.1455026455026445,7.1389400735986e-08,1.0772647152199137e-14
0.12468940328309897,12,11,212.03141025641025,-0.34724358974358976,1.0670512820512819,22.705128205128204,1.4329796485565631,0.07044093150439307,0.00019384974000358592,1.0864263941187016,1.7290498966262917e-07,7.72291242128308e-14
0.16492306434399523,89,10,210.47265917602996,0.18245318352059925,1.0760955056179775,20.677902621722847,2.205653391357396,0.25790661867977527,0.0008982101563386639,2.4967157530359776,4.625802763831195e-07,3.42125892271143e-13
0.1807986492714367,27,9,209.85185185185182,-0.12538720538720544,1.077104377104377,23.363636363636367,3.7312321348685233,0.1945821313366768,0.0005466012102375763,2.80483153210426,6.384376503876714e-07,4.870711429903125e-13
0.17640104917512203,67,9,210.8652645861601,0.09772048846675713,1.0501628222523745,21.017639077340572,1.2138164922943633,0.25028505818017344,0.0007977942743084008,3.232967394432793,3.64987193541173e-07,2.0818577075986714e-13
0.12586744733662802,5,11,214.3846153846154,-0.6400000000000001,1.0309230769230768,22.46153846153846,3.2825443786981827,0.01044615384615385,0.00019597633136094828,0.6183431952662723,4.429756952717865e-08,3.7483727931201906e-16
0.1,2,10,212.13749999999996,-0.18999999999999995,1.0341666666666667,19.666666666666664,0.6142013888889057,0.012012499999999988,1.388888888889138e-06,0.013888888888889383,3.842364437184625e-08,5.316345172756961e-16
0.1352130207431888,4,9,212.8590909090909,-0.14590909090909104,1.063181818181818,25.0,3.596942148760354,0.014441046831955948,7.741046831955759e-05,0.9311294765840219,6.216802608538667e-07,1.1342633109116738e-13
0.11587603285713902,3,10,211.07499999999996,-0.5341666666666667,1.014722222222222,19.666666666666668,1.5758333333333463,0.011113194444444453,7.175925925926258e-06,0.9652777777777775,2.9166922715579294e-07,6.3732684066217235e-15
0.18289235190821743,61,9,210.06691505216094,0.24929955290611028,1.0793889716840537,20.648286140089418,2.043944993903257,0.17958185656866735,0.0004750887413629603,1.6502687079438207,5.360515355071503e-07,3.684803664449516e-13
0.16265666893249098,72,10,209.58101851851848,0.36782407407407397,1.089571759259259,23.12037037037037,1.2885782907320535,0.20793426360632938,0.0004934466560163427,2.386128499391412,2.6578499620257487e-07,8.572606532651531e-14
0.17221870927630137,17,9,209.5122994652406,-0.20919786096256687,1.08903743315508,23.871657754010695,1.7901646815751304,0.344249058094312,0.0005668874574623233,1.4101847350510437,2.9030912637781694e-07,1.6272859404874895e-13
0.1,2,10,207.9708333333333,-0.29875,1.085,21.0,3.4722222222632755e-05,0.10541701388888888,0.000501388888888891,0.125,6.266080415031844e-08,3.0115660594615377e-18
0.1111111111111111,2,9,211.23181818181814,1.3427272727272728,1.081363636363636,24.81818181818182,0.021859504132236213,0.033799999999999976,3.719008264463009e-06,0.06611570247933808,6.589515932967261e-10,8.684341307150438e-19
0.1276288223789817,6,11,211.72435897435898,-0.3602564102564103,1.0762820512820512,19.871794871794872,0.9121518737672609,0.0192950690335306,0.00028293885601577703,0.9554240631163701,1.429477157690041e-07,1.501011471952705e-14
0.1585009496969256,32,11,211.45288461538462,-0.3232692307692307,1.068125,19.983173076923077,1.37927371635809,0.09500862760068712,0.00026294855888528114,1.6441055067761021,1.9180392993701246e-07,9.767611646452926e-14
0.14484504107142376,3,8,213.51333333333332,-0.1523333333333334,1.0213333333333334,19.8,0.21213333333333706,0.00762533333333335,0.0005803333333333365,0.07000000000000021,9.867993835366555e-08,1.78030623183045e-15
0.1,2,10,214.40416666666664,0.009999999999999981,1.0483333333333333,19.541666666666664,0.16531249999999345,0.0709388888888889,0.0006124999999999934,0.08680555555555679,4.419017704615956e-08,4.443198236494686e-17
